City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
665,Norfolk,US,36.0,overcast clouds,42.1668,-71.2495,Residence Inn by Marriott Boston Norwood/Canton
666,Burnie,AU,59.0,scattered clouds,-41.0667,145.9167,Beachfront Voyager Motor Inn
667,Tabas,IR,44.6,clear sky,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
668,Ayr,GB,35.6,snow,55.4627,-4.6339,Mercure Ayr Hotel
670,Villazon,BO,64.85,broken clouds,-22.0866,-65.5942,La Candelaria
675,Jiexiu,CN,30.51,broken clouds,37.0244,111.9125,IU Hotel Jinzhong Yuhua Road
676,Emilio Carranza,MX,73.18,clear sky,19.9711,-96.6114,casa carranza
677,Kepno,PL,45.0,light rain,51.2784,17.9891,Gawra
678,Margate,GB,46.0,overcast clouds,51.3813,1.3862,Premier Inn Margate hotel
679,Atherton,GB,44.01,broken clouds,53.5237,-2.4935,The Mercury Motel
681,Ruwi,OM,66.2,clear sky,23.5996,58.5507,Al Falaj Hotel
682,Port Shepstone,ZA,74.93,overcast clouds,-30.7414,30.455,My Den Beachfront B&B And Self-Catering
683,Rabo De Peixe,PT,53.6,few clouds,37.8,-25.5833,Quinta das Giestas
685,Russell,US,55.4,clear sky,32.3502,-85.1999,Macs
687,Port Pirie,AU,69.8,light rain,-33.1833,138.0167,John Pirie Motor Inn
689,Camana,PE,74.37,overcast clouds,-16.6228,-72.7111,Hostal Morales
