City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Magistralnyy,RU,56.1725,107.4458,1.83,92,100,7.36,light snow
349,La Palma,US,33.8464,-118.0467,64.99,100,75,3.44,mist
350,Malakal,SS,9.5334,31.6605,84.87,16,0,4.23,clear sky
351,Carauari,BR,-4.8828,-66.8958,88.21,62,74,1.61,light rain
352,Chiredzi,ZW,-21.05,31.6667,73.26,90,99,2.98,light rain
353,Lishui,CN,28.4604,119.9103,49.44,76,42,0.29,scattered clouds
354,Berlevag,NO,70.8578,29.0864,30.2,86,75,27.63,snow
355,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,72.0,89,100,7.0,overcast clouds
356,Meadow Lake,US,34.8014,-106.5436,63.0,39,75,9.22,broken clouds
357,Imbituba,BR,-28.24,-48.6703,86.0,70,40,11.5,light rain
358,Mar Del Plata,AR,-38.0023,-57.5575,69.8,73,40,12.66,scattered clouds
359,Yeppoon,AU,-23.1333,150.7333,73.4,83,75,8.05,broken clouds
360,Cap Malheureux,MU,-19.9842,57.6142,79.0,81,4,3.0,clear sky
361,Manjacaze,MZ,-24.7117,33.8828,73.56,95,100,1.23,overcast clouds
362,Zenzeli,RU,45.9241,47.0474,41.54,88,97,4.59,overcast clouds
363,Belyy Yar,RU,53.6039,91.3903,35.6,55,0,6.71,clear sky
364,Athabasca,CA,54.7169,-113.2854,-0.4,65,100,9.22,overcast clouds
365,Itaituba,BR,-4.2761,-55.9836,91.4,62,40,4.61,scattered clouds
366,Jedburgh,GB,55.48,-2.552,34.0,96,100,14.99,snow
367,Luanda,AO,-8.8368,13.2343,80.6,78,20,12.66,few clouds
368,Yakeshi,CN,49.2833,120.7333,-28.1,83,76,3.4,broken clouds
369,Banjar,ID,-8.19,114.9675,78.8,89,75,8.05,moderate rain
370,Kirakira,SB,-10.4544,161.9205,79.12,88,100,16.24,light rain
371,Batemans Bay,AU,-35.7167,150.1833,66.0,82,6,1.01,clear sky
372,Strehaia,RO,44.6167,23.2,39.99,93,90,3.44,fog
373,Nisia Floresta,BR,-6.0911,-35.2086,86.0,62,0,19.57,clear sky
374,Camopi,GF,3.1655,-52.3158,78.4,94,100,4.27,overcast clouds
375,Sandpoint,US,48.2766,-116.5533,39.0,81,75,6.91,broken clouds
376,Marsh Harbour,BS,26.5412,-77.0636,63.43,57,0,21.5,clear sky
377,Yondo,CO,7.0062,-73.9097,93.81,48,22,1.1,few clouds
378,Riberalta,BO,-10.9833,-66.1,89.6,62,75,4.61,broken clouds
379,Sao Joao Da Barra,BR,-21.6403,-41.0511,86.0,54,0,20.71,clear sky
380,Tambura,SS,5.6,27.4667,79.68,24,0,3.2,clear sky
381,Ocos,GT,14.5094,-92.1933,89.6,58,40,13.8,scattered clouds
382,Tiznit,MA,29.5833,-9.5,66.52,55,0,2.51,clear sky
383,Shebunino,RU,46.4339,141.8603,4.69,91,100,15.46,light snow
384,Taoudenni,ML,22.6783,-3.9836,76.26,17,82,10.13,broken clouds
385,Zhigansk,RU,66.7697,123.3711,-37.75,80,95,11.95,overcast clouds
386,Deputatskiy,RU,69.3,139.9,-19.93,89,100,2.91,overcast clouds
387,Santa Rosa,PH,14.3122,121.1114,78.01,78,20,3.44,few clouds
388,Chardara,KZ,41.2547,67.9692,45.54,75,0,2.37,clear sky
389,Iquitos,PE,-3.7481,-73.2472,93.2,52,75,5.75,broken clouds
390,Tahe,CN,52.3333,124.7333,-24.81,81,0,4.34,clear sky
391,Karagaylinskiy,RU,54.172,86.5521,28.27,97,100,11.25,overcast clouds
392,Jacareacanga,BR,-6.2222,-57.7528,78.8,89,90,4.61,light rain
393,Hirschaid,DE,49.8194,10.9908,48.0,49,51,3.0,broken clouds
394,Gobabis,NA,-22.45,18.9667,76.12,30,76,9.13,broken clouds
395,Tazovskiy,RU,67.4667,78.7,-7.67,91,100,6.08,overcast clouds
396,Kui Buri,TH,12.0828,99.8543,72.9,82,21,3.69,few clouds
397,Vung Tau,VN,10.346,107.0843,73.99,78,2,10.47,clear sky
398,Lashio,MM,22.9333,97.75,49.55,56,0,1.41,clear sky
399,Caravelas,BR,-17.7125,-39.2481,81.3,70,7,10.16,clear sky
400,Manoel Urbano,BR,-8.8389,-69.2597,77.36,90,100,0.74,overcast clouds
401,La Romana,DO,18.4273,-68.9728,86.0,66,20,13.8,few clouds
402,Santa Luzia,BR,-19.7697,-43.8514,87.8,42,40,8.05,scattered clouds
403,Colares,PT,38.7992,-9.4469,57.99,90,45,11.01,scattered clouds
404,Capinopolis,BR,-18.6819,-49.5697,87.87,51,93,1.16,overcast clouds
405,Linxia,CN,35.6003,103.2064,28.99,68,100,1.25,overcast clouds
406,Tautira,PF,-17.7333,-149.15,84.2,70,20,3.44,light rain
407,Tongchuan,CN,35.0806,109.0897,34.34,62,100,4.03,overcast clouds
408,Gizo,SB,-8.103,156.8419,81.5,82,83,17.43,light rain
409,Port Keats,AU,-14.25,129.55,81.61,82,100,6.02,overcast clouds
410,Yulara,AU,-25.2406,130.9889,86.0,17,90,4.61,overcast clouds
411,Salinopolis,BR,-0.6136,-47.3561,82.96,75,1,11.56,clear sky
412,Prado,BR,-17.3411,-39.2208,80.22,74,72,10.89,broken clouds
413,Coos Bay,US,43.3665,-124.2179,46.99,87,75,8.05,broken clouds
414,Kasongo-Lunda,CD,-6.4667,16.8167,72.03,91,98,3.02,overcast clouds
415,La Sarre,CA,48.8002,-79.1996,21.81,95,25,8.99,scattered clouds
416,Mahon,ES,39.8885,4.2658,55.4,94,75,8.05,broken clouds
417,Cordoba,AR,-31.4135,-64.1811,81.0,50,75,6.91,broken clouds
418,Panzhihua,CN,26.5851,101.7128,42.01,63,0,0.83,clear sky
419,Krasnokamensk,RU,50.0979,118.0369,-13.22,88,100,1.68,overcast clouds
420,Fairbanks,US,64.8378,-147.7164,-11.2,58,90,3.44,light snow
421,Turukhansk,RU,65.8167,87.9833,-6.77,91,98,5.26,overcast clouds
422,Vyazemskiy,RU,47.5378,134.7525,-18.24,86,6,9.55,clear sky
423,Vostok,RU,46.4856,135.8833,-22.07,87,100,4.88,overcast clouds
424,Kargasok,RU,59.0556,80.8572,3.83,95,93,7.54,overcast clouds
425,Bonthe,SL,7.5264,-12.505,80.2,79,0,9.24,clear sky
426,Montego Bay,JM,18.4712,-77.9188,77.0,61,75,9.22,broken clouds
427,Great Yarmouth,GB,52.6083,1.7305,46.4,87,75,8.05,broken clouds
428,Guerrero Negro,MX,27.9769,-114.0611,70.48,53,100,12.8,overcast clouds
429,Corinto,GR,37.9407,22.9573,50.0,87,20,3.44,few clouds
430,Tuatapere,NZ,-46.1333,167.6833,50.85,76,35,6.91,scattered clouds
431,Sosnovo-Ozerskoye,RU,52.5249,111.5418,-9.53,91,100,6.42,overcast clouds
432,Yuncheng,CN,35.0231,110.9928,35.33,61,100,1.79,overcast clouds
433,Bilibino,RU,68.0546,166.4372,-0.06,83,100,7.94,overcast clouds
434,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,81.05,71,38,9.06,scattered clouds
435,Riyadh,SA,24.6877,46.7219,69.8,30,0,4.61,clear sky
436,Sao Joao Evangelista,BR,-18.5478,-42.7633,78.42,72,28,5.39,scattered clouds
437,Dharchula,IN,29.85,80.5333,46.35,48,0,7.27,clear sky
438,Pilar,BR,-9.5972,-35.9567,82.4,69,20,13.8,few clouds
439,Zaltan,LY,32.947,11.8665,63.07,54,0,8.1,clear sky
440,Pyinmana,MM,19.7333,96.2167,59.67,38,0,3.02,clear sky
441,Ngunguru,NZ,-35.6167,174.5,66.0,87,68,1.99,broken clouds
442,San Francisco,US,37.7749,-122.4194,57.2,54,75,11.5,broken clouds
443,Pemangkat,ID,1.1667,108.9667,76.68,88,99,8.28,overcast clouds
444,Bo Rai,TH,12.5728,102.5371,70.36,84,28,1.48,scattered clouds
445,Rockhampton,AU,-23.3833,150.5,73.4,83,75,8.05,broken clouds
446,Puerto Rico,AR,-26.796,-55.024,86.32,64,100,5.39,light rain
447,Miri,MY,4.4148,114.0089,75.2,100,40,9.06,very heavy rain
448,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,17.6,79,75,6.71,light snow
449,Nantucket,US,41.2835,-70.0995,35.6,75,75,6.91,broken clouds
450,Nome,US,64.5011,-165.4064,-0.4,65,20,9.22,few clouds
451,Changli,CN,39.7042,119.1506,22.37,72,0,4.32,clear sky
452,Luancheng,CN,37.8792,114.6517,28.4,37,0,4.47,clear sky
453,Mandapeta,IN,16.8667,81.9333,63.9,80,4,4.54,clear sky
454,Shediac,CA,46.2198,-64.5411,39.0,100,90,3.44,overcast clouds
455,Atyrau,KZ,47.1167,51.8833,28.4,100,98,8.95,mist
456,Talnakh,RU,69.4865,88.3972,-19.01,86,100,3.36,overcast clouds
457,Slobodskoy,RU,58.7322,50.1772,12.31,96,100,6.87,light snow
458,Quelimane,MZ,-17.8786,36.8883,84.2,84,20,6.91,few clouds
459,Wakkanai,JP,45.4094,141.6739,10.9,92,100,21.09,light snow
460,Comodoro Rivadavia,AR,-45.8667,-67.5,75.2,35,40,20.71,scattered clouds
461,Wanning,CN,18.8003,110.3967,67.71,88,35,8.39,scattered clouds
462,Arman,RU,59.7,150.1667,-1.21,81,100,19.69,overcast clouds
463,Alamosa,US,37.4695,-105.87,51.8,40,1,26.46,clear sky
464,Dingle,PH,10.9995,122.6711,73.98,92,81,7.76,broken clouds
465,Sekoma,BW,-24.4,23.8833,69.73,86,100,9.01,light rain
466,Marzuq,YE,14.4,46.4667,57.87,35,0,0.67,clear sky
467,Yarensk,RU,62.1675,49.0916,6.39,94,100,3.0,overcast clouds
468,Constitucion,CL,-35.3333,-72.4167,71.83,50,0,10.0,clear sky
469,Svetlaya,RU,46.5389,138.3297,-11.06,85,64,6.24,broken clouds
470,Zhangye,CN,38.9342,100.4517,22.93,65,5,2.37,clear sky
471,Nioro,GM,13.35,-15.75,86.85,12,99,1.99,overcast clouds
472,Oktyabrskoye,RU,43.0645,44.7417,33.8,80,100,4.47,overcast clouds
473,Bondo,CD,3.8146,23.6866,81.34,36,55,2.04,broken clouds
474,Kununurra,AU,-15.7667,128.7333,80.6,100,100,4.23,overcast clouds
475,Chapais,CA,49.7834,-74.8492,26.6,63,90,13.8,overcast clouds
476,Irbil,IQ,36.1926,44.0106,48.2,76,0,1.14,clear sky
477,Bowen,AU,-20.0167,148.2333,71.6,100,40,4.61,scattered clouds
478,Nsoko,SZ,-27.0333,31.95,77.0,94,95,1.14,overcast clouds
479,Edson,CA,53.5835,-116.4356,5.0,66,1,5.75,clear sky
480,Denpasar,ID,-8.65,115.2167,78.8,89,75,8.05,light rain
481,Faya,SA,18.3851,42.4509,59.0,88,0,3.85,clear sky
482,Jasper,US,37.2001,-94.3502,62.6,31,1,16.11,clear sky
483,Shitkino,RU,56.3703,98.3543,21.74,95,100,15.08,light snow
484,Alandur,IN,13.0025,80.2061,73.4,78,20,9.62,mist
485,Shubarshi,KZ,48.5872,57.1869,27.91,96,100,7.65,overcast clouds
486,Barcelos,PT,41.5388,-8.6151,53.6,87,20,11.5,few clouds
487,Turkmenabat,TM,39.0733,63.5786,41.0,93,0,4.61,smoke
488,Rock Springs,US,41.5875,-109.2029,30.2,80,75,25.32,light snow
489,Kandrian,PG,-6.2167,149.55,78.87,81,100,13.85,overcast clouds
490,The Valley,AI,18.217,-63.0578,86.0,65,40,12.66,scattered clouds
491,Belomorsk,RU,64.5232,34.7668,8.1,96,100,4.56,overcast clouds
492,Ramnagar,IN,29.4,79.1167,57.87,41,45,6.62,scattered clouds
493,Kawambwa,ZM,-9.7915,29.0791,64.87,91,93,1.54,light rain
494,Craig,US,40.5153,-107.5464,44.6,53,90,21.85,overcast clouds
495,Martin,US,27.0837,-80.4164,66.0,11,1,11.5,clear sky
496,Aryanah,TN,36.8601,10.1934,55.4,82,20,3.44,few clouds
497,Zyryanka,RU,65.75,150.85,-23.48,85,98,12.12,overcast clouds
498,Dawei,MM,14.0833,98.2,73.27,68,7,2.71,clear sky
499,Khani,GE,41.9563,42.9566,41.0,81,0,2.3,clear sky
500,Qui Nhon,VN,13.7667,109.2333,69.01,89,66,11.1,broken clouds
501,Yaan,NG,7.3833,8.5667,84.34,14,0,3.62,clear sky
502,Pontes E Lacerda,BR,-15.2261,-59.3353,93.07,49,59,0.63,broken clouds
503,Murygino,RU,58.7383,49.4582,12.02,96,100,6.4,light snow
504,Erechim,BR,-27.6342,-52.2739,86.0,62,40,11.5,scattered clouds
505,Bjornevatn,NO,69.6672,29.9847,26.6,93,75,18.41,light snow
506,Hambantota,LK,6.1241,81.1185,77.0,83,20,11.5,few clouds
507,Arlit,NE,18.7369,7.3853,70.34,21,0,11.41,clear sky
508,Keti Bandar,PK,24.1447,67.4497,69.08,82,0,13.33,clear sky
509,Chipinge,ZW,-20.1883,32.6236,68.31,100,88,4.56,overcast clouds
510,La Fria,VE,8.2203,-72.2439,89.6,45,40,13.8,scattered clouds
511,Matao,BR,-21.6033,-48.3658,85.51,63,75,3.15,broken clouds
512,Sale,MA,34.0389,-6.8166,57.0,100,63,0.27,broken clouds
513,Maarianhamina,AX,60.0973,19.9348,21.2,73,0,8.05,clear sky
514,Laguna,US,38.421,-121.4238,55.99,71,90,10.36,overcast clouds
515,Halifax,CA,44.6453,-63.5724,46.0,87,40,9.22,scattered clouds
516,Biltine,TD,14.5333,20.9167,75.52,18,0,10.83,clear sky
517,Fukue,JP,32.6881,128.8419,52.36,66,64,20.54,broken clouds
518,Ostersund,SE,63.1792,14.6357,8.01,85,90,5.46,light snow
519,Portobelo,PA,9.55,-79.65,88.0,60,36,8.01,scattered clouds
520,Tupaciguara,BR,-18.5922,-48.705,81.61,64,88,4.63,overcast clouds
521,Truro,GB,50.2653,-5.0544,48.2,87,0,11.5,clear sky
522,Guane,CU,22.2025,-84.0875,75.34,45,1,0.51,clear sky
523,Puerto Baquerizo Moreno,EC,-0.9,-89.6,82.4,83,75,10.36,broken clouds
524,Coquimbo,CL,-29.9533,-71.3436,66.2,68,0,14.97,clear sky
525,Matara,LK,5.9485,80.5353,74.75,85,99,8.95,overcast clouds
526,Kaohsiung,TW,22.6163,120.3133,64.0,88,40,2.3,mist
527,Padang,ID,-0.9492,100.3543,75.2,94,40,2.3,scattered clouds
528,Kaa-Khem,RU,51.6833,94.7333,9.73,91,100,0.36,light snow
529,Huanren,CN,41.2647,125.3667,-0.51,87,0,1.68,clear sky
530,Berdigestyakh,RU,62.0989,126.6992,-32.53,83,100,3.44,overcast clouds
531,Takoradi,GH,4.8845,-1.7554,80.89,81,55,9.91,broken clouds
532,Dakar,SN,14.6937,-17.4441,69.8,73,0,6.91,clear sky
533,Iskateley,RU,67.6803,53.1512,2.55,94,90,7.76,overcast clouds
534,Kalaikunda,IN,22.35,87.25,57.49,42,0,4.52,clear sky
535,Boca Do Acre,BR,-8.7522,-67.3978,83.98,73,51,3.49,broken clouds
536,Bilma,NE,18.6853,12.9164,67.98,25,0,14.56,clear sky
537,Cyangugu,RW,-2.4846,28.9075,62.04,86,100,0.45,overcast clouds
538,Lishan,CN,31.8576,113.2951,44.04,54,28,8.12,scattered clouds
539,Massape,BR,-3.5228,-40.3428,90.59,45,75,7.92,broken clouds
540,Paez,CO,5.1011,-73.0512,83.91,31,17,5.28,few clouds
541,Ketchikan,US,55.3422,-131.6461,39.2,100,90,4.61,light rain
542,San Jose,US,37.3394,-121.895,57.99,50,20,6.91,few clouds
543,Springfield,US,37.2153,-93.2982,55.99,38,1,14.97,clear sky
544,Chernyshevskiy,RU,63.0128,112.4714,-28.07,86,100,3.51,overcast clouds
545,Flinders,AU,-34.5833,150.8552,64.0,88,15,1.14,few clouds
546,Emba,KZ,48.8264,58.1442,26.91,97,100,7.96,overcast clouds
547,Caucaia,BR,-3.7361,-38.6531,84.2,70,20,12.66,few clouds
548,Bagdarin,RU,54.4333,113.6,-21.53,78,39,1.66,scattered clouds
549,Salalah,OM,17.0151,54.0924,69.8,56,0,2.3,clear sky
550,Kautokeino,NO,69.0125,23.0412,15.85,94,99,14.81,overcast clouds
551,Nago,JP,26.5881,127.9761,59.0,87,20,4.61,few clouds
552,Bereda,ES,43.2686,-7.5406,48.99,91,95,13.0,overcast clouds
553,Marsa Matruh,EG,31.3525,27.2453,60.8,88,0,11.5,clear sky
554,Kumluca,TR,36.3703,30.2869,59.4,61,48,3.27,scattered clouds
555,Mukhen,RU,48.1,136.1,-18.51,84,45,8.32,scattered clouds
556,Ixtapa,MX,20.7,-105.2,73.4,83,1,8.05,clear sky
557,Mount Gambier,AU,-37.8333,140.7667,57.2,88,98,8.05,overcast clouds
558,Balclutha,NZ,-46.2339,169.75,55.0,64,81,11.01,broken clouds
559,Aloleng,PH,16.1307,119.7824,75.9,71,74,6.55,broken clouds
560,Pisco,PE,-13.7,-76.2167,77.0,69,0,5.75,clear sky
561,Namanyere,TZ,-7.5167,31.05,60.48,92,13,4.18,few clouds
562,Redlands,US,34.0556,-117.1825,69.8,32,40,4.61,scattered clouds
563,Dukat,RU,62.55,155.55,-11.25,89,100,14.29,overcast clouds
564,Ejea De Los Caballeros,ES,42.1263,-1.1372,51.8,82,20,6.91,few clouds
565,Santiago Del Estero,AR,-27.7951,-64.2615,79.81,51,11,7.27,few clouds
566,Kavaratti,IN,10.5669,72.642,81.21,62,52,3.8,broken clouds
567,Torit,SS,4.4133,32.5678,84.72,22,2,5.59,clear sky
568,Pervomayskiy,RU,53.2485,40.2871,32.0,83,100,8.79,overcast clouds
569,Shestakovo,RU,56.4915,103.96,14.99,95,100,5.5,light snow
570,Lata,PT,40.1629,-8.3327,57.0,94,97,5.01,overcast clouds
571,Slave Lake,CA,55.2834,-114.769,-5.8,77,1,9.22,clear sky
572,Bubaque,GW,11.2833,-15.8333,78.35,64,18,14.12,few clouds
573,Ushibuka,JP,32.1906,130.0228,48.22,64,1,10.2,clear sky
574,Ukiah,US,39.1502,-123.2078,48.99,87,90,3.44,mist
575,Grindavik,IS,63.8424,-22.4338,37.4,75,90,24.16,overcast clouds
576,Seminole,US,28.7086,-81.2081,59.0,26,1,12.66,clear sky
577,Meulaboh,ID,4.1363,96.1285,77.27,87,87,4.21,light rain
578,Jalu,LY,29.0331,21.5482,58.17,71,0,11.14,clear sky
579,Kapoeta,SS,4.7717,33.5903,84.56,24,0,13.27,clear sky
580,Ratnagiri,IN,16.9833,73.3,74.53,40,0,4.21,clear sky
581,Otavi,NA,-19.65,17.3333,74.17,41,78,5.57,broken clouds
582,Dickinson,US,29.4608,-95.0513,69.01,59,75,11.5,broken clouds
583,Socorro,US,31.6546,-106.3033,73.4,20,75,11.5,broken clouds
584,Sechura,PE,-5.5569,-80.8222,82.09,54,7,15.35,clear sky
585,Copiapo,CL,-27.3667,-70.3333,68.0,64,0,13.8,clear sky
586,Doha,QA,25.2867,51.5333,64.4,72,0,6.91,clear sky
587,Acarau,BR,-2.8856,-40.12,84.02,65,30,18.75,scattered clouds
588,Warri,NG,5.5167,5.75,80.82,79,0,7.58,clear sky
589,Necochea,AR,-38.5473,-58.7368,73.99,55,0,4.0,clear sky
590,Humaita,BR,-7.5061,-63.0208,91.13,55,85,0.69,overcast clouds
591,Etzatlan,MX,20.7667,-104.0833,84.99,24,2,2.95,clear sky
592,Juxtlahuaca,MX,17.4294,-99.1467,89.02,23,0,4.72,clear sky
593,Talcahuano,CL,-36.7167,-73.1167,66.2,72,0,8.05,clear sky
594,Belmonte,BR,-15.8631,-38.8828,80.6,74,20,11.5,few clouds
595,Vila,PT,42.0304,-8.1588,46.0,95,94,11.99,overcast clouds
596,Vao,NC,-22.6667,167.4833,77.95,87,98,24.2,overcast clouds
597,Choszczno,PL,53.169,15.4205,37.0,90,100,1.01,moderate rain
598,Khovu-Aksy,RU,51.1333,93.6,8.49,86,100,6.13,overcast clouds
599,Baker City,US,44.7749,-117.8344,37.4,70,90,8.05,light snow
600,Xinyang,CN,32.1228,114.0656,41.94,64,0,4.34,clear sky
601,Terra Santa,BR,-2.1042,-56.4869,92.46,46,0,4.68,clear sky
602,Harrismith,ZA,-28.2728,29.1295,57.38,96,100,4.29,light rain
603,Tehri,IN,30.3833,78.4833,49.68,51,44,5.55,scattered clouds
604,Bloemfontein,ZA,-29.1211,26.214,64.4,100,99,6.91,overcast clouds
605,Katobu,ID,-4.9408,122.5276,76.53,91,100,3.8,overcast clouds
606,Grand-Lahou,CI,5.1367,-5.0242,79.81,85,0,9.13,clear sky
607,Benghazi,LY,32.1167,20.0667,61.25,79,0,11.43,clear sky
608,Te Anau,NZ,-45.4167,167.7167,48.25,80,68,2.39,broken clouds
609,Surin,TH,14.8818,103.4936,64.99,99,0,10.58,clear sky
610,Fayaoue,NC,-20.65,166.5333,80.38,80,11,20.42,few clouds
611,Maragogi,BR,-9.0122,-35.2225,80.92,72,40,9.26,scattered clouds
612,Alyangula,AU,-13.8483,136.4192,80.6,94,90,1.14,overcast clouds
613,Gushikawa,JP,26.3544,127.8686,59.0,87,20,4.61,few clouds
614,Atar,MR,20.5169,-13.0499,72.97,19,0,0.67,clear sky
615,Tabou,CI,4.423,-7.3528,78.76,88,48,7.63,scattered clouds
616,Kribi,CM,2.95,9.9167,81.09,78,59,9.31,broken clouds
617,Westport,US,41.1415,-73.3579,37.0,60,90,12.66,overcast clouds
618,Nicoya,CR,10.1483,-85.452,89.6,37,0,16.11,clear sky
619,Dali,CN,25.7,100.1833,43.14,62,0,4.34,clear sky
620,Porto Novo,BJ,6.4965,2.6036,86.0,79,20,11.5,few clouds
621,Ballina,AU,-28.8667,153.5667,64.4,94,38,4.54,scattered clouds
622,Biak,ID,-0.9131,122.8766,77.07,79,100,4.23,overcast clouds
623,Marawi,PH,7.9986,124.2928,73.99,94,100,5.01,overcast clouds
624,Chumikan,RU,54.7183,135.315,-23.06,78,18,22.41,few clouds
625,Inta,RU,66.0317,60.1659,7.99,95,100,12.19,light snow
626,Verkhnyaya Inta,RU,65.9811,60.3094,8.15,95,100,11.97,light snow
627,Ucluelet,CA,48.9329,-125.5528,43.0,87,40,2.3,scattered clouds
628,Payo,ID,-3.7508,103.6372,72.32,96,100,2.53,overcast clouds
629,Elhovo,BG,42.1667,26.5667,48.2,100,58,4.34,fog
630,Brunico,IT,46.7958,11.9364,33.01,90,96,1.86,light snow
631,Khorixas,NA,-20.3667,14.9667,71.91,54,53,11.77,broken clouds
632,Okaihau,NZ,-35.3167,173.7833,66.0,87,90,1.99,overcast clouds
633,Bahar,IR,34.9072,48.4414,40.03,60,62,3.58,broken clouds
634,Calvinia,ZA,-31.4707,19.776,69.19,36,0,5.14,clear sky
635,Baturaja,ID,-4.1333,104.1667,72.55,95,99,4.47,overcast clouds
636,Hailey,US,43.5196,-114.3153,33.8,55,20,3.4,few clouds
637,Otorohanga,NZ,-38.1833,175.2,69.01,69,14,5.01,few clouds
638,Balancan,MX,17.8,-91.5333,73.4,64,40,6.22,scattered clouds
639,Charters Towers,AU,-20.1,146.2667,72.09,90,43,8.43,scattered clouds
640,Petrolina,BR,-9.3986,-40.5008,95.0,34,40,9.22,scattered clouds
641,Maputo,MZ,-25.9653,32.5892,78.8,89,40,1.14,scattered clouds
642,Urengoy,RU,65.9667,78.3667,0.3,93,98,5.03,overcast clouds
643,Grand-Santi,GF,4.25,-54.3833,80.24,92,82,3.8,light rain
644,Mwinilunga,ZM,-11.7358,24.4293,59.59,97,54,2.33,broken clouds
645,Semirom,IR,31.4167,51.5667,34.72,71,0,2.91,clear sky
646,Bose,IT,45.4612,8.0137,44.01,98,64,1.01,broken clouds
647,Antofagasta,CL,-23.65,-70.4,73.0,68,40,17.27,scattered clouds
648,Ostrovnoy,RU,68.0531,39.5131,16.39,95,100,15.75,light snow
649,Toamasina,MG,-18.1667,49.3833,77.0,88,75,4.61,light rain
650,Rochester,US,43.1548,-77.6156,34.0,59,75,17.27,broken clouds
651,Florence,IT,43.7667,11.25,55.4,88,75,4.61,broken clouds
652,Dalby,AU,-27.1833,151.2667,62.01,92,0,10.92,clear sky
653,Skovorodino,RU,53.9833,123.9167,-31.68,77,0,2.17,clear sky
654,Hami,CN,42.8,93.45,24.55,83,19,2.01,few clouds
655,Nemuro,JP,43.3236,145.575,14.58,87,4,21.14,clear sky
656,Kirovskiy,RU,45.0917,133.5136,-18.8,86,19,4.23,few clouds
657,Vila Do Maio,CV,15.1333,-23.2167,71.6,78,0,17.27,clear sky
658,Nyurba,RU,63.2842,118.3319,-23.76,86,100,3.98,overcast clouds
659,Maine-Soroa,NE,13.2114,12.0241,73.92,18,0,10.42,clear sky
660,Maumere,ID,-8.6199,122.2111,78.82,81,100,7.87,overcast clouds
661,Amahai,ID,-3.3333,128.9167,78.55,82,56,4.99,broken clouds
662,Gondanglegi,ID,-7.7479,112.0132,74.07,91,59,2.57,broken clouds
663,Aldan,RU,58.6031,125.3894,-27.06,83,100,7.09,overcast clouds
664,Carlisle,US,40.2015,-77.1889,37.0,62,100,8.01,overcast clouds
665,Norfolk,US,42.1668,-71.2495,36.0,64,90,10.36,overcast clouds
666,Burnie,AU,-41.0667,145.9167,59.0,89,39,1.01,scattered clouds
667,Tabas,IR,33.5959,56.9244,44.6,33,0,4.61,clear sky
668,Ayr,GB,55.4627,-4.6339,35.6,93,75,11.5,snow
669,Luwuk,ID,-0.9516,122.7875,78.24,73,99,3.8,overcast clouds
670,Villazon,BO,-22.0866,-65.5942,64.85,48,73,20.74,broken clouds
671,Kumba,CM,4.6363,9.4469,77.74,78,0,0.13,clear sky
672,Los Mochis,MX,25.7667,-108.9667,80.6,32,75,9.22,broken clouds
673,Qinggang,CN,46.6833,126.0833,-21.32,83,0,7.49,clear sky
674,Harlingen,US,26.1906,-97.6961,79.0,57,75,13.8,broken clouds
675,Jiexiu,CN,37.0244,111.9125,30.51,60,67,5.48,broken clouds
676,Emilio Carranza,MX,19.9711,-96.6114,73.18,69,3,13.98,clear sky
677,Kepno,PL,51.2784,17.9891,45.0,92,100,1.01,light rain
678,Margate,GB,51.3813,1.3862,46.0,90,100,1.99,overcast clouds
679,Atherton,GB,53.5237,-2.4935,44.01,79,79,1.01,broken clouds
680,Itarema,BR,-2.9248,-39.9167,83.77,65,49,17.6,scattered clouds
681,Ruwi,OM,23.5996,58.5507,66.2,72,0,2.08,clear sky
682,Port Shepstone,ZA,-30.7414,30.455,74.93,88,100,11.23,overcast clouds
683,Rabo De Peixe,PT,37.8,-25.5833,53.6,66,20,13.8,few clouds
684,Skagen,DK,57.7209,10.5839,19.99,85,35,15.99,scattered clouds
685,Russell,US,32.3502,-85.1999,55.4,21,1,11.5,clear sky
686,Port Arthur,CN,38.8,121.2667,17.6,67,0,2.24,clear sky
687,Port Pirie,AU,-33.1833,138.0167,69.8,68,90,5.75,light rain
688,Walvis Bay,NA,-22.9575,14.5053,66.99,85,4,10.94,clear sky
689,Camana,PE,-16.6228,-72.7111,74.37,66,96,6.55,overcast clouds
690,Pelotas,BR,-31.7719,-52.3425,80.6,83,20,6.91,moderate rain
691,Gimli,CA,50.6336,-96.9907,24.8,86,100,10.36,overcast clouds
692,Two Hills,CA,53.7169,-111.7518,-2.2,92,100,16.11,overcast clouds
